match_number,match_id,match_time,player_id,win_flag,elo_start,mon1,mon2,mon3,mon4,mon5,mon6,lead1,lead2,elo_end
1369,1652400598,2022-05-13T00:09:58Z,ShedinjaPoke,1,1363,Dialga,Zacian-*,Grimmsnarl,Ferrothorn,Thundurus,Urshifu-*,Dialga,Grimmsnarl,1389
1369,1652400598,2022-05-13T00:09:58Z,melondonkey,0,1471,Calyrex-Shadow,Kyurem-White,Ditto,Indeedee-F,Whimsicott,Regieleki,Regieleki,Calyrex-Shadow,1445
1370,1652401007,2022-05-13T00:16:47Z,lgh139,1,1334,Groudon,Yveltal,Incineroar,Grimmsnarl,Charizard,Venusaur,Charizard,Grimmsnarl,1360
1370,1652401007,2022-05-13T00:16:47Z,melondonkey,0,1445,Calyrex-Shadow,Kyurem-White,Ditto,Indeedee-F,Whimsicott,Regieleki,Regieleki,Calyrex-Shadow,1419
1371,1652401672,2022-05-13T00:27:52Z,melondonkey,1,1419,Calyrex-Shadow,Kyurem-White,Ditto,Indeedee-F,Whimsicott,Regieleki,Indeedee-F,Kyurem-White,1441
1371,1652401672,2022-05-13T00:27:52Z,ShedinjaPoke,0,1452,Dialga,Zacian-*,Grimmsnarl,Ferrothorn,Thundurus,Urshifu-*,Dialga,Grimmsnarl,1430
1372,1652402173,2022-05-13T00:36:13Z,melondonkey,1,1441,Kyurem-White,Calyrex-Shadow,Whimsicott,Indeedee-F,Ditto,Regieleki,Whimsicott,Calyrex-Shadow,1462
1372,1652402173,2022-05-13T00:36:13Z,A_TerroneVGC,0,1457,Calyrex-Shadow,Zacian-*,Thundurus,Urshifu-*,Darmanitan-Galar,Whimsicott,Whimsicott,Thundurus,1436
1373,1652402395,2022-05-13T00:39:55Z,hyperium1233,1,1466,Yveltal,Regieleki,Incineroar,Landorus-Therian,Zacian-*,Rillaboom,Regieleki,Zacian-Crowned,1486
1373,1652402395,2022-05-13T00:39:55Z,melondonkey,0,1462,Kyurem-White,Calyrex-Shadow,Whimsicott,Indeedee-F,Ditto,Regieleki,Ditto,Kyurem-White,1442
1374,1652402720,2022-05-13T00:45:20Z,Claudevgc2021,1,1346,Calyrex-Shadow,Kyogre,Metagross,Alcremie,Indeedee,Regieleki,Calyrex-Shadow,Indeedee,1371
1374,1652402720,2022-05-13T00:45:20Z,melondonkey,0,1442,Kyurem-White,Calyrex-Shadow,Whimsicott,Indeedee-F,Ditto,Regieleki,Indeedee-F,Kyurem-White,1417
1375,1652402930,2022-05-13T00:48:50Z,dangus69,0,1418,Calyrex-Shadow,Incineroar,Kyogre,Moltres-Galar,Whimsicott,Rillaboom,Calyrex-Shadow,Whimsicott,1398
1375,1652402930,2022-05-13T00:48:50Z,melondonkey,1,1417,Kyurem-White,Calyrex-Shadow,Whimsicott,Indeedee-F,Ditto,Regieleki,Whimsicott,Calyrex-Shadow,1437
1376,1652403157,2022-05-13T00:52:37Z,melondonkey,0,1437,Kyurem-White,Calyrex-Shadow,Whimsicott,Indeedee-F,Ditto,Regieleki,Whimsicott,Kyurem-White,1414
1376,1652403157,2022-05-13T00:52:37Z,lgh139,1,1376,Groudon,Yveltal,Incineroar,Grimmsnarl,Charizard,Regieleki,Charizard,Grimmsnarl,1399
1377,1652403379,2022-05-13T00:56:19Z,melondonkey,0,1414,Kyurem-White,Calyrex-Shadow,Whimsicott,Indeedee-F,Ditto,Regieleki,Whimsicott,Calyrex-Shadow,1403
1377,1652403379,2022-05-13T00:56:19Z,Jessica Clement,1,1586,Zacian-*,Kyogre,Thundurus,Whimsicott,Rillaboom,Landorus-Therian,Whimsicott,Zacian-Crowned,1597
1378,1652403599,2022-05-13T00:59:59Z,melondonkey,0,1403,Kyurem-White,Calyrex-Shadow,Whimsicott,Indeedee-F,Ditto,Regieleki,Indeedee-F,Kyurem-White,1383
1378,1652403599,2022-05-13T00:59:59Z,Chinik,1,1411,Necrozma-Dusk-Mane,Mimikyu,Incineroar,Amoonguss,Snorlax,Palkia,Incineroar,Mimikyu,1431
1379,1652465899,2022-05-13T18:18:19Z,meruem30vgc,1,1411,Reshiram,Calyrex-Ice,Amoonguss,Incineroar,Mimikyu,Gastrodon,Reshiram,Incineroar,1428
1379,1652465899,2022-05-13T18:18:19Z,melondonkey,0,1363,Calyrex-Shadow,Kyurem-White,Ditto,Indeedee-F,Sableye,Regieleki,Indeedee-F,Kyurem-White,1346
1380,1652466213,2022-05-13T18:23:33Z,melondonkey,1,1346,Calyrex-Shadow,Kyurem-White,Ditto,Indeedee-F,Sableye,Regieleki,Indeedee-F,Calyrex-Shadow,1366
1380,1652466213,2022-05-13T18:23:33Z,Testing654864,0,1339,Necrozma-Dusk-Mane,Calyrex-Ice,Indeedee,Hatterene,Shiinotic,Clefairy,Clefairy,Indeedee,1319
1381,1652466332,2022-05-13T18:25:32Z,melondonkey,0,1366,Calyrex-Shadow,Kyurem-White,Ditto,Indeedee-F,Sableye,Regieleki,Regieleki,Calyrex-Shadow,1341
1381,1652466332,2022-05-13T18:25:32Z,HagridGoesVGC,1,1271,Zacian-*,Yveltal,Incineroar,Regieleki,Rillaboom,Grimmsnarl,Regieleki,Zacian-Crowned,1303
1382,1652466615,2022-05-13T18:30:15Z,melondonkey,0,1319,Calyrex-Shadow,Kyurem-White,Ditto,Indeedee-F,Sableye,Regieleki,Sableye,Kyurem-White,1301
1382,1652466615,2022-05-13T18:30:15Z,Introv4l,1,1354,Zacian-*,Yveltal,Regieleki,Incineroar,Rillaboom,Landorus-Therian,Yveltal,Rillaboom,1372
1383,1652466936,2022-05-13T18:35:36Z,dinercore,0,1274,Incineroar,Zacian-*,Calyrex-Shadow,Thundurus,Gastrodon-East,Grimmsnarl,Calyrex-Shadow,Grimmsnarl,1251
1383,1652466936,2022-05-13T18:35:36Z,melondonkey,1,1301,Calyrex-Shadow,Kyurem-White,Ditto,Indeedee-F,Whimsicott,Regieleki,Whimsicott,Calyrex-Shadow,1319
1384,1652467152,2022-05-13T18:39:12Z,melondonkey,0,1319,Calyrex-Shadow,Kyurem-White,Ditto,Indeedee-F,Whimsicott,Regieleki,Regieleki,Calyrex-Shadow,1299
1384,1652467152,2022-05-13T18:39:12Z,7nitram,1,1314,Regieleki,Yveltal,Reshiram,Salamence,Rotom-Wash,Urshifu-*,Urshifu,Regieleki,1334
1385,1652556390,2022-05-14T19:26:30Z,MystoganMiz,1,1399,Calyrex-Shadow,Umbreon,Incineroar,Solgaleo,Whimsicott,Regieleki,Whimsicott,Regieleki,1413
1385,1652556390,2022-05-14T19:26:30Z,melondonkey,0,1298,Calyrex-Shadow,Kyurem-White,Ditto,Indeedee-F,Whimsicott,Regieleki,Kyurem-White,Indeedee-F,1280
1386,1652636727,2022-05-15T17:45:27Z,melondonkey,0,1280,Calyrex-Shadow,Kyurem-White,Ditto,Indeedee-F,Whimsicott,Regieleki,Indeedee-F,Kyurem-White,1252
1386,1652636727,2022-05-15T17:45:27Z,trey5vgc,1,1241,Zamazenta-*,Groudon,Venusaur,Mimikyu,Grimmsnarl,Tapu Fini,Venusaur,Mimikyu,1269
1387,1652637093,2022-05-15T17:51:33Z,puli95,1,1194,Weezing,Yveltal,Kartana,Marowak-Alola,Palkia,Regigigas,Weezing,Regigigas,1223
1387,1652637093,2022-05-15T17:51:33Z,melondonkey,0,1252,Calyrex-Shadow,Kyurem-White,Ditto,Indeedee-F,Whimsicott,Regieleki,Regieleki,Kyurem-White,1223
1388,1652660442,2022-05-16T00:20:42Z,Tchronic,0,1263,Grimmsnarl,Clefairy,Cradily,Dialga,Calyrex-Shadow,Indeedee-F,Dialga,Grimmsnarl,1235
1388,1652660442,2022-05-16T00:20:42Z,melondonkey,1,1223,Calyrex-Shadow,Kyurem-White,Ditto,Indeedee-F,Whimsicott,Regieleki,Indeedee-F,Kyurem-White,1251
1389,1652660761,2022-05-16T00:26:01Z,melondonkey,0,1251,Calyrex-Shadow,Kyurem-White,Ditto,Indeedee-F,Whimsicott,Regieleki,Whimsicott,Kyurem-White,1234
1389,1652660761,2022-05-16T00:26:01Z,cracked pot seller,1,1366,Raichu,Kyogre,Incineroar,Braviary,Landorus-Therian,Calyrex-Shadow,Raichu,Calyrex-Shadow,1380
1390,1652661043,2022-05-16T00:30:43Z,Tchronic,0,1233,Kyogre,Solgaleo,Persian-Alola,Spectrier,Amoonguss,Dragapult,Solgaleo,Spectrier,1208
1390,1652661043,2022-05-16T00:30:43Z,melondonkey,1,1234,Calyrex-Shadow,Kyurem-White,Ditto,Indeedee-F,Sableye,Regieleki,Sableye,Kyurem-White,1259
1391,1652661262,2022-05-16T00:34:22Z,melondonkey,0,1259,Calyrex-Shadow,Kyurem-White,Ditto,Indeedee-F,Sableye,Regieleki,Sableye,Kyurem-White,1233
1391,1652661262,2022-05-16T00:34:22Z,burnmen,1,1246,Charizard,Sableye,Incineroar,Groudon,Venusaur,Zacian-*,Charizard,Groudon,1272
1392,1652661495,2022-05-16T00:38:15Z,melondonkey,0,1233,Calyrex-Shadow,Kyurem-White,Ditto,Indeedee-F,Sableye,Regieleki,Sableye,Kyurem-White,1213
1392,1652661495,2022-05-16T00:38:15Z,Street Soldier,1,1309,Kyurem-Black,Landorus,Incineroar,Kartana,Calyrex-Shadow,Whimsicott,Calyrex-Shadow,Landorus,1325
1393,1652665000,2022-05-16T01:36:40Z,melondonkey,1,1213,Calyrex-Shadow,Kyurem-White,Ditto,Indeedee-F,Sableye,Regieleki,Sableye,Kyurem-White,1233
1393,1652665000,2022-05-16T01:36:40Z,fyssqzh,0,1147,Zacian-*,Incineroar,Lunala,Gastrodon-East,Grimmsnarl,Thundurus,Grimmsnarl,Incineroar,1127
1394,1652665227,2022-05-16T01:40:27Z,wmeu,0,1288,Kyogre,Ludicolo,Dialga,Escavalier,Incineroar,Indeedee-F,Indeedee-F,Dialga,1259
1394,1652665227,2022-05-16T01:40:27Z,melondonkey,1,1233,Calyrex-Shadow,Kyurem-White,Ditto,Indeedee-F,Sableye,Regieleki,Sableye,Kyurem-White,1262
1395,1652665346,2022-05-16T01:42:26Z,melondonkey,1,1262,Calyrex-Shadow,Kyurem-White,Ditto,Indeedee-F,Sableye,Regieleki,Sableye,Kyurem-White,1283
1395,1652665346,2022-05-16T01:42:26Z,Drfantastic48,0,1211,Zacian-*,Thundurus,Metagross,Incineroar,Mimikyu,Kyogre,Mimikyu,Metagross,1190
1396,1652665568,2022-05-16T01:46:08Z,wmeu,0,1280,Kyogre,Ludicolo,Dialga,Escavalier,Incineroar,Indeedee-F,Indeedee-F,Dialga,1255
1396,1652665568,2022-05-16T01:46:08Z,melondonkey,1,1283,Calyrex-Shadow,Kyurem-White,Ditto,Indeedee-F,Sableye,Regieleki,Sableye,Kyurem-White,1308
1397,1652665802,2022-05-16T01:50:02Z,melondonkey,0,1308,Calyrex-Shadow,Kyurem-White,Ditto,Indeedee-F,Sableye,Regieleki,Regieleki,Calyrex-Shadow,1286
1397,1652665802,2022-05-16T01:50:02Z,jarvis1,1,1268,Kingdra,Urshifu-*,Kyogre,Zacian-*,Sableye,Rillaboom,Kingdra,Kyogre,1296
1398,1652666009,2022-05-16T01:53:29Z,Drfantastic48,0,1191,Zacian-*,Thundurus,Metagross,Incineroar,Mimikyu,Kyogre,Thundurus,Kyogre,1173
1398,1652666009,2022-05-16T01:53:29Z,melondonkey,1,1286,Calyrex-Shadow,Kyurem-White,Ditto,Indeedee-F,Sableye,Regieleki,Sableye,Kyurem-White,1304
1399,1652666281,2022-05-16T01:58:01Z,melondonkey,0,1304,Calyrex-Shadow,Kyurem-White,Ditto,Indeedee-F,Sableye,Regieleki,Sableye,Kyurem-White,1288
1399,1652666281,2022-05-16T01:58:01Z,bludood,1,1381,Kyogre,Zapdos,Incineroar,Grimmsnarl,Zacian-*,Rillaboom,Incineroar,Grimmsnarl,1397
1400,1652666537,2022-05-16T02:02:17Z,thoming,0,1240,Lunala,Reshiram,Gastrodon,Nihilego,Mandibuzz,Kartana,Kartana,Nihilego,1218
1400,1652666537,2022-05-16T02:02:17Z,melondonkey,1,1288,Calyrex-Shadow,Kyurem-White,Ditto,Indeedee-F,Sableye,Regieleki,Indeedee-F,Kyurem-White,1310
1401,1652666760,2022-05-16T02:06:00Z,melondonkey,0,1310,Calyrex-Shadow,Kyurem-White,Ditto,Indeedee-F,Sableye,Regieleki,Sableye,Kyurem-White,1288
1401,1652666760,2022-05-16T02:06:00Z,Stew Dent,1,1282,Zacian-*,Kyogre,Zapdos,Kartana,Whimsicott,Amoonguss,Amoonguss,Zacian-Crowned,1309
1402,1652667305,2022-05-16T02:15:05Z,melondonkey,0,1288,Calyrex-Shadow,Kyurem-White,Ditto,Indeedee-F,Sableye,Regieleki,Sableye,Kyurem-White,1264
1402,1652667305,2022-05-16T02:15:05Z,dy 1825,1,1301,Kyogre,Regieleki,Calyrex-Shadow,Indeedee-F,Landorus-Therian,Whimsicott,Whimsicott,Kyogre,1320
1403,1652742879,2022-05-16T23:14:39Z,trashcanpapi69,0,1324,Charizard,Groudon,Amoonguss,Thundurus,Comfey,Kyurem-White,Charizard,Amoonguss,1301
1403,1652742879,2022-05-16T23:14:39Z,melondonkey,1,1264,Calyrex-Shadow,Kyurem-White,Ditto,Indeedee-F,Whimsicott,Regieleki,Whimsicott,Kyurem-White,1293
1404,1652817515,2022-05-17T19:58:35Z,melondonkey,0,1268,Kyurem-White,Calyrex-Shadow,Whimsicott,Indeedee-F,Ditto,Pheromosa,Pheromosa,Kyurem-White,1245
1404,1652817515,2022-05-17T19:58:35Z,StupidTwink,1,1289,Xerneas-*,Incineroar,Amoonguss,Landorus-Therian,Grimmsnarl,Kyurem-White,Grimmsnarl,Incineroar,1312
1405,1652838885,2022-05-18T01:54:45Z,Snolaz,1,1209,Whimsicott,Yveltal,Kyogre,Raichu,Snorlax,Rillaboom,Whimsicott,Yveltal,1235
1405,1652838885,2022-05-18T01:54:45Z,melondonkey,0,1222,Calyrex-Shadow,Kyurem-White,Ditto,Indeedee-F,Whimsicott,Pheromosa,Pheromosa,Kyurem-White,1196
1406,1652839284,2022-05-18T02:01:24Z,mlgsmartpro1234,1,1104,Zacian-*,Kyogre,Incineroar,Rillaboom,Regieleki,Grimmsnarl,Zacian-Crowned,Grimmsnarl,1135
1406,1652839284,2022-05-18T02:01:24Z,melondonkey,0,1196,Calyrex-Shadow,Kyurem-White,Ditto,Indeedee-F,Whimsicott,Pheromosa,Whimsicott,Kyurem-White,1165
1407,1652839619,2022-05-18T02:06:59Z,melondonkey,1,1133,Calyrex-Shadow,Kyurem-White,Ditto,Indeedee-F,Whimsicott,Pheromosa,Indeedee-F,Calyrex-Shadow,1152
1407,1652839619,2022-05-18T02:06:59Z,Lowerants,0,1054,Kyogre,Dragapult,Whimsicott,Comfey,Rayquaza,Escavalier,Rayquaza,Dragapult,1040
1408,1652839846,2022-05-18T02:10:46Z,werdQ,1,1199,Kyurem-White,Ditto,Urshifu-*,Talonflame,Indeedee-F,Calyrex-Shadow,Kyurem-White,Indeedee-F,1221
1408,1652839846,2022-05-18T02:10:46Z,melondonkey,0,1152,Calyrex-Shadow,Kyurem-White,Ditto,Indeedee-F,Whimsicott,Pheromosa,Ditto,Whimsicott,1130
1409,1652840111,2022-05-18T02:15:11Z,melondonkey,1,1130,Calyrex-Shadow,Kyurem-White,Ditto,Indeedee-F,Whimsicott,Pheromosa,Calyrex-Shadow,Indeedee-F,1151
1409,1652840111,2022-05-18T02:15:11Z,Testing0221,0,1070,Lugia,Groudon,Blastoise,Marowak-Alola,Venusaur,Incineroar,Groudon,Venusaur,1053
1410,1652840354,2022-05-18T02:19:14Z,melondonkey,1,1151,Calyrex-Shadow,Kyurem-White,Ditto,Indeedee-F,Whimsicott,Pheromosa,Pheromosa,Whimsicott,1169
1410,1652840354,2022-05-18T02:19:14Z,ZiroLife,0,1050,Venusaur,Snorlax,Lapras,Torkoal,Pikachu-Original,Gothitelle,Venusaur,Torkoal,1037
1411,1652840850,2022-05-18T02:27:30Z,mnshine,1,1265,Xerneas-*,Hawlucha,Indeedee-F,Blastoise,Amoonguss,Calyrex-Shadow,Indeedee-F,Xerneas,1283
1411,1652840850,2022-05-18T02:27:30Z,melondonkey,0,1169,Calyrex-Shadow,Kyurem-White,Ditto,Indeedee-F,Talonflame,Pheromosa,Talonflame,Kyurem-White,1151
1412,1652841338,2022-05-18T02:35:38Z,Typotion,0,1275,Reshiram,Umbreon,Urshifu-*,Weavile,Shiftry,Groudon,Reshiram,Weavile,1243
1412,1652841338,2022-05-18T02:35:38Z,melondonkey,1,1170,Calyrex-Shadow,Kyurem-White,Ditto,Indeedee-F,Talonflame,Pheromosa,Indeedee-F,Kyurem-White,1202
1413,1652882648,2022-05-18T14:04:08Z,Ditygame,0,1255,Reshiram,Zacian-*,Zapdos,Persian-Alola,Tornadus,Amoonguss,Reshiram,Tornadus,1226
1413,1652882648,2022-05-18T14:04:08Z,melondonkey,1,1202,Kyurem-White,Calyrex-Shadow,Sableye,Indeedee-F,Ditto,Urshifu-*,Sableye,Kyurem-White,1231
1414,1652882915,2022-05-18T14:08:35Z,zhou5286,0,1249,Calyrex-Shadow,Regieleki,Incineroar,Landorus-Therian,Tornadus,Zacian-*,Landorus-Therian,Regieleki,1223
1414,1652882915,2022-05-18T14:08:35Z,melondonkey,1,1231,Kyurem-White,Calyrex-Shadow,Sableye,Indeedee-F,Ditto,Urshifu-*,Sableye,Kyurem-White,1257
1415,1652883017,2022-05-18T14:10:17Z,melondonkey,1,1257,Kyurem-White,Calyrex-Shadow,Sableye,Indeedee-F,Ditto,Urshifu-*,Calyrex-Shadow,Kyurem-White,1283
1415,1652883017,2022-05-18T14:10:17Z,Saggix2293,0,1269,Calyrex-Shadow,Zacian-*,Thundurus,Incineroar,Rillaboom,Gastrodon,Incineroar,Zacian-Crowned,1243
1416,1652883225,2022-05-18T14:13:45Z,melondonkey,1,1283,Kyurem-White,Calyrex-Shadow,Sableye,Indeedee-F,Ditto,Urshifu-*,Calyrex-Shadow,Kyurem-White,1306
1416,1652883225,2022-05-18T14:13:45Z,HDZSJ,0,1260,Regieleki,Calyrex-Shadow,Blastoise,Zacian-*,Incineroar,Rillaboom,Blastoise,Zacian-Crowned,1237
1417,1652883704,2022-05-18T14:21:44Z,jessethewildman,1,1388,Snorlax,Incineroar,Regieleki,Kyogre,Tornadus,Solgaleo,Tornadus,Solgaleo,1403
1417,1652883704,2022-05-18T14:21:44Z,melondonkey,0,1306,Kyurem-White,Calyrex-Shadow,Sableye,Indeedee-F,Ditto,Urshifu-*,Sableye,Kyurem-White,1291
1418,1652883927,2022-05-18T14:25:27Z,thaipokecard,1,1218,Calyrex-Shadow,Kyogre,Landorus-Therian,Whimsicott,Indeedee-F,Thundurus,Landorus-Therian,Indeedee-F,1248
1418,1652883927,2022-05-18T14:25:27Z,melondonkey,0,1291,Kyurem-White,Calyrex-Shadow,Sableye,Indeedee-F,Ditto,Urshifu-*,Ditto,Kyurem-White,1261
1419,1652885353,2022-05-18T14:49:13Z,dark type hater,1,1372,Zacian-*,Kyogre,Incineroar,Grimmsnarl,Rillaboom,Landorus-Therian,Kyogre,Rillaboom,1386
1419,1652885353,2022-05-18T14:49:13Z,melondonkey,0,1261,Kyurem-White,Calyrex-Shadow,Sableye,Indeedee-F,Ditto,Urshifu-*,Sableye,Kyurem-White,1244
1420,1652885706,2022-05-18T14:55:06Z,firejune,0,1207,Kyogre,Zamazenta-*,Whimsicott,Kartana,Marowak-Alola,Goodra,Kyogre,Zamazenta-Crowned,1185
1420,1652885706,2022-05-18T14:55:06Z,melondonkey,1,1244,Kyurem-White,Calyrex-Shadow,Sableye,Indeedee-F,Ditto,Urshifu-*,Sableye,Kyurem-White,1266
1421,1652885888,2022-05-18T14:58:08Z,Blackinout27,1,1169,Kyogre,Dialga,Whimsicott,Incineroar,Landorus-Therian,Kartana,Dialga,Whimsicott,1201
1421,1652885888,2022-05-18T14:58:08Z,melondonkey,0,1266,Kyurem-White,Calyrex-Shadow,Sableye,Indeedee-F,Ditto,Urshifu-*,Sableye,Kyurem-White,1234
1422,1652886104,2022-05-18T15:01:44Z,melondonkey,1,1234,Kyurem-White,Calyrex-Shadow,Sableye,Indeedee-F,Ditto,Urshifu-*,Sableye,Kyurem-White,1254
1422,1652886104,2022-05-18T15:01:44Z,linanfeng,0,1162,Zacian-*,Groudon,Charizard,Incineroar,Gastrodon,Grimmsnarl,Incineroar,Zacian-Crowned,1142
1423,1652886188,2022-05-18T15:03:08Z,taigaaaaaMits,1,1173,Comfey,Kyogre,Rillaboom,Calyrex-Ice,Regieleki,Incineroar,Comfey,Kyogre,1204
1423,1652886188,2022-05-18T15:03:08Z,melondonkey,0,1254,Kyurem-White,Calyrex-Shadow,Sableye,Indeedee-F,Ditto,Urshifu-*,Indeedee-F,Kyurem-White,1223
1424,1652886550,2022-05-18T15:09:10Z,melondonkey,0,1223,Kyurem-White,Calyrex-Shadow,Sableye,Indeedee-F,Ditto,Urshifu-*,Sableye,Kyurem-White,1200
1424,1652886550,2022-05-18T15:09:10Z,newarcig,1,1244,Calyrex-Shadow,Zacian-*,Incineroar,Blastoise,Regieleki,Rillaboom,Regieleki,Calyrex-Shadow,1267
1425,1652886999,2022-05-18T15:16:39Z,Choknater,0,1130,Rotom-Heat,Groudon,Landorus-Therian,Dialga,Regieleki,Gastrodon,Rotom-Heat,Regieleki,1110
1425,1652886999,2022-05-18T15:16:39Z,melondonkey,1,1200,Kyurem-White,Calyrex-Shadow,Sableye,Indeedee-F,Ditto,Urshifu-*,Indeedee-F,Kyurem-White,1220
1426,1652887201,2022-05-18T15:20:01Z,melondonkey,0,1220,Kyurem-White,Calyrex-Shadow,Sableye,Indeedee-F,Ditto,Urshifu-*,Indeedee-F,Kyurem-White,1202
1426,1652887201,2022-05-18T15:20:01Z,Superduperdrag,1,1322,Palkia,Moltres-Galar,Marowak-Alola,Calyrex-Ice,Tapu Fini,Indeedee-F,Palkia,Moltres-Galar,1336
1427,1652887609,2022-05-18T15:26:49Z,melondonkey,0,1202,Kyurem-White,Calyrex-Shadow,Sableye,Indeedee-F,Ditto,Urshifu-*,Sableye,Kyurem-White,1181
1427,1652887609,2022-05-18T15:26:49Z,TogoVGC,1,1267,Regieleki,Calyrex-Shadow,Togekiss,Weezing,Kyogre,Barraskewda,Regieleki,Calyrex-Shadow,1272
1428,1652887906,2022-05-18T15:31:46Z,melondonkey,1,1181,Kyurem-White,Calyrex-Shadow,Sableye,Indeedee-F,Ditto,Urshifu-*,Ditto,Kyurem-White,1210
1428,1652887906,2022-05-18T15:31:46Z,Zertolurian,0,1236,Calyrex-Shadow,Kyurem-White,Urshifu-*,Whimsicott,Indeedee-F,Regieleki,Calyrex-Shadow,Whimsicott,1207
1429,1652893214,2022-05-18T17:00:14Z,GRANDPAMAXBEN10,0,1156,Zacian-*,Kyogre,Incineroar,Grimmsnarl,Zapdos,Rillaboom,Grimmsnarl,Zacian-Crowned,1135
1429,1652893214,2022-05-18T17:00:14Z,melondonkey,1,1210,Kyurem-White,Calyrex-Shadow,Sableye,Indeedee-F,Ditto,Urshifu-*,Sableye,Kyurem-White,1231
1430,1652901630,2022-05-18T19:20:30Z,melondonkey,1,1231,Kyurem-White,Calyrex-Shadow,Sableye,Indeedee-F,Ditto,Urshifu-*,Sableye,Kyurem-White,1263
1430,1652901630,2022-05-18T19:20:30Z,Keonspy,0,1325,Calyrex-Shadow,Sceptile,Blastoise,Yveltal,Incineroar,Whimsicott,Yveltal,Incineroar,1300
1431,1652901900,2022-05-18T19:25:00Z,melondonkey,0,1263,Kyurem-White,Calyrex-Shadow,Sableye,Indeedee-F,Ditto,Urshifu-*,Sableye,Kyurem-White,1246
1431,1652901900,2022-05-18T19:25:00Z,Mega weison,1,1372,Zapdos,Kyogre,Solgaleo,Rillaboom,Incineroar,Porygon2,Solgaleo,Porygon2,1386
1432,1652902174,2022-05-18T19:29:34Z,Gorilla Giallo,0,1168,Groudon,Charizard,Zacian-*,Rillaboom,Whimsicott,Thundurus,Groudon,Thundurus,1149
1432,1652902174,2022-05-18T19:29:34Z,melondonkey,1,1246,Kyurem-White,Calyrex-Shadow,Sableye,Indeedee-F,Ditto,Urshifu-*,Sableye,Kyurem-White,1265
1433,1652902269,2022-05-18T19:31:09Z,thedumbest,1,1253,Solgaleo,Crobat,Kyogre,Regieleki,Incineroar,Rillaboom,Crobat,Solgaleo,1279
1433,1652902269,2022-05-18T19:31:09Z,melondonkey,0,1265,Kyurem-White,Calyrex-Shadow,Sableye,Indeedee-F,Ditto,Urshifu-*,Calyrex-Shadow,Kyurem-White,1239
1434,1652902447,2022-05-18T19:34:07Z,Etihw06,0,1233,Zacian-*,Kyogre,Incineroar,Zapdos,Whimsicott,Ferrothorn,Incineroar,Zapdos,1208
1434,1652902447,2022-05-18T19:34:07Z,melondonkey,1,1239,Kyurem-White,Calyrex-Shadow,Sableye,Indeedee-F,Ditto,Urshifu-*,Sableye,Kyurem-White,1264
1435,1652902633,2022-05-18T19:37:13Z,Zyros Phade,1,1188,Zacian-*,Kyogre,Grimmsnarl,Volcarona,Landorus-Therian,Raichu,Grimmsnarl,Volcarona,1218
1435,1652902633,2022-05-18T19:37:13Z,melondonkey,0,1264,Kyurem-White,Calyrex-Shadow,Sableye,Indeedee-F,Ditto,Urshifu-*,Sableye,Kyurem-White,1234
1436,1652902860,2022-05-18T19:41:00Z,Lovetosleep,0,1251,Calyrex-Ice,Porygon2,Regieleki,Incineroar,Reshiram,Tapu Fini,Porygon2,Reshiram,1225
1436,1652902860,2022-05-18T19:41:00Z,melondonkey,1,1234,Kyurem-White,Calyrex-Shadow,Sableye,Indeedee-F,Ditto,Urshifu-*,Calyrex-Shadow,Kyurem-White,1260
1437,1652903157,2022-05-18T19:45:57Z,melondonkey,1,1260,Kyurem-White,Calyrex-Shadow,Sableye,Indeedee-F,Ditto,Urshifu-*,Sableye,Kyurem-White,1282
1437,1652903157,2022-05-18T19:45:57Z,BeeReezy,0,1218,Calyrex-Ice,Incineroar,Groudon,Venusaur,Mimikyu,Torkoal,Mimikyu,Incineroar,1196
1438,1652903259,2022-05-18T19:47:39Z,melondonkey,0,1282,Kyurem-White,Calyrex-Shadow,Sableye,Indeedee-F,Ditto,Urshifu-*,Calyrex-Shadow,Kyurem-White,1264
1438,1652903259,2022-05-18T19:47:39Z,gangsteguy,1,1379,Calyrex-Ice,Oranguru,Weezing,Regigigas,Kyogre,Bisharp,Calyrex-Ice,Oranguru,1394
1439,1652903478,2022-05-18T19:51:18Z,Mattyp347,0,1257,Charizard,Regieleki,Yveltal,Groudon,Gastrodon-East,Grimmsnarl,Groudon,Yveltal,1233
1439,1652903478,2022-05-18T19:51:18Z,melondonkey,1,1264,Kyurem-White,Calyrex-Shadow,Sableye,Indeedee-F,Ditto,Urshifu-*,Sableye,Kyurem-White,1288
1440,1652904106,2022-05-18T20:01:46Z,melondonkey,0,1265,Kyurem-White,Calyrex-Shadow,Sableye,Indeedee-F,Ditto,Urshifu-*,Sableye,Kyurem-White,1243
1440,1652904106,2022-05-18T20:01:46Z,Khazen,1,1304,Kyogre,Zacian-*,Porygon2,Incineroar,Amoonguss,Regieleki,Kyogre,Porygon2,1322
1441,1652917414,2022-05-18T23:43:34Z,sader435,0,1182,Rayquaza,Necrozma-Dusk-Mane,Alcremie,Riolu,Pikachu,Milotic,Necrozma-Dusk-Mane,Riolu,1161
1441,1652917414,2022-05-18T23:43:34Z,melondonkey,1,1243,Kyurem-White,Calyrex-Shadow,Sableye,Indeedee-F,Ditto,Urshifu-*,Sableye,Kyurem-White,1264
1442,1652917647,2022-05-18T23:47:27Z,melondonkey,0,1264,Kyurem-White,Calyrex-Shadow,Sableye,Indeedee-F,Ditto,Urshifu-*,Sableye,Kyurem-White,1239
